1547508734, 0.196652, 0.197913, 0.198859, -3.09743, -4.73468, -6.04474, -7.52595, -8.67493, -9.94936, -10.5688, -10.5694, -10.5694, -10.5694, -10.5694, 1.85219
1547508735, 0.197282, 0.198228, 0.198543, -3.09838, -4.73279, -6.04348, -7.52438, -8.67367, -9.94842, -10.5691, -10.5691, -10.5694, -10.5694, -10.5694, 1.85219
1547508736, 0.196337, 0.197598, 0.198228, -3.09806, -4.73626, -6.04537, -7.52564, -8.67556, -9.94905, -10.5688, -10.5691, -10.5697, -10.5694, -10.5694, 1.85251
1547508737, 0.196021, 0.197282, 0.197913, -3.09901, -4.73752, -6.04757, -7.52879, -8.67777, -9.94652, -10.5688, -10.5694, -10.5697, -10.5697, -10.5697, 1.85219
1547508738, 0.196021, 0.196967, 0.197598, -3.09901, -4.73752, -6.04631, -7.52816, -8.67619, -9.95314, -10.5694, -10.5694, -10.5694, -10.5697, -10.57, 1.85251
1547508739, 0.196967, 0.197282, 0.198543, -3.10185, -4.73847, -6.05072, -7.53194, -8.68281, -9.95787, -10.5688, -10.5691, -10.5691, -10.5694, -10.5697, 1.85219
1547508740, 0.19476, 0.196021, 0.196021, -3.10342, -4.7413, -6.05104, -7.53383, -8.68375, -9.9585, -10.5688, -10.5694, -10.5694, -10.5694, -10.5694, 1.85219
1547508741, 0.196652, 0.197598, 0.198543, -3.10311, -4.74193, -6.05293, -7.53478, -8.68502, -9.95787, -10.5688, -10.5691, -10.5694, -10.5694, -10.5694, 1.85282
1547508742, 0.196021, 0.196652, 0.197598, -3.10374, -4.73973, -6.05136, -7.53131, -8.68186, -9.95535, -10.5688, -10.5694, -10.5694, -10.5694, -10.5694, 1.85251
1547508743, 0.196337, 0.197598, 0.197913, -3.10468, -4.74162, -6.05262, -7.53478, -8.68439, -9.9585, -10.5688, -10.5694, -10.5694, -10.5694, -10.57, 1.85251
1547508744, 0.196652, 0.197913, 0.198228, -3.10342, -4.74162, -6.05041, -7.53352, -8.68186, -9.95976, -10.5694, -10.5694, -10.5694, -10.5694, -10.5694, 1.85219
1547508745, 0.198228, 0.199174, 0.200435, -3.10153, -4.74067, -6.04883, -7.53068, -8.67997, -9.95377, -10.5688, -10.5694, -10.5694, -10.5694, -10.5697, 1.85282
1547508746, 0.198228, 0.199489, 0.20012, -3.10185, -4.74036, -6.04883, -7.53037, -8.67871, -9.95314, -10.5691, -10.5694, -10.5694, -10.5694, -10.5694, 1.85219
1547508747, 0.196967, 0.197913, 0.198543, -3.10185, -4.74099, -6.05009, -7.531, -8.67966, -9.95377, -10.5691, -10.5691, -10.5697, -10.5694, -10.5694, 1.85251
1547508748, 0.196337, 0.197282, 0.197913, -3.10216, -4.74036, -6.04915, -7.52942, -8.67808, -9.95062, -10.5691, -10.5694, -10.5694, -10.5694, -10.5694, 1.85251
1547508749, 0.197598, 0.198859, 0.199174, -3.10185, -4.74036, -6.04915, -7.53131, -8.68029, -9.95441, -10.5688, -10.5691, -10.5694, -10.5694, -10.5694, 1.85251
1547508750, 0.195391, 0.196337, 0.197282, -3.105, -4.74603, -6.05545, -7.53699, -8.68628, -9.95976, -10.5691, -10.5694, -10.5694, -10.5694, -10.5697, 1.85219
1547508751, 0.196337, 0.197598, 0.198859, -3.10405, -4.74477, -6.05482, -7.53604, -8.68596, -9.96071, -10.5688, -10.5694, -10.5694, -10.5694, -10.5694, 1.85282
1547508752, 0.196021, 0.196967, 0.197598, -3.10563, -4.74572, -6.05608, -7.53762, -8.68722, -9.96134, -10.5688, -10.5691, -10.5694, -10.5691, -10.5694, 1.85251
1547508753, 0.195706, 0.196652, 0.197282, -3.105, -4.74382, -6.05293, -7.53509, -8.68407, -9.95724, -10.5694, -10.5691, -10.5694, -10.5694, -10.5691, 1.85219
1547508754, 0.19476, 0.196021, 0.196652, -3.10626, -4.74477, -6.05482, -7.53699, -8.68722, -9.9626, -10.5688, -10.5691, -10.5694, -10.5697, -10.5697, 1.85251
1547508755, 0.196652, 0.197282, 0.198543, -3.10216, -4.74162, -6.05072, -7.53257, -8.68218, -9.95787, -10.5688, -10.5691, -10.5694, -10.5697, -10.5697, 1.85251
1547508756, 0.197913, 0.198543, 0.199805, -3.10153, -4.74099, -6.04978, -7.53131, -8.68029, -9.95819, -10.5691, -10.5688, -10.5694, -10.5694, -10.5697, 1.85219
1547508757, 0.197598, 0.197913, 0.198859, -3.10216, -4.74193, -6.05041, -7.53194, -8.68092, -9.95756, -10.5691, -10.5694, -10.5694, -10.5694, -10.57, 1.85219
1547508758, 0.197913, 0.198859, 0.199805, -3.10121, -4.74067, -6.04883, -7.53068, -8.67934, -9.95472, -10.5691, -10.5697, -10.5697, -10.5694, -10.5694, 1.85156
1547508759, 0.196652, 0.197598, 0.198228, -3.10185, -4.74225, -6.05104, -7.53194, -8.68092, -9.95819, -10.5688, -10.5691, -10.5694, -10.5694, -10.5694, 1.85251
1547508760, 0.196021, 0.197282, 0.197913, -3.10468, -4.74351, -6.05451, -7.53604, -8.68439, -9.95882, -10.5691, -10.5688, -10.5697, -10.5694, -10.5694, 1.85219
1547508761, 0.196021, 0.196652, 0.197913, -3.105, -4.74666, -6.05577, -7.53825, -8.68754, -9.96166, -10.5691, -10.5694, -10.5694, -10.5697, -10.5694, 1.85251
1547508762, 0.196021, 0.196652, 0.197598, -3.10563, -4.74698, -6.05545, -7.5373, -8.68691, -9.96103, -10.5688, -10.5691, -10.5697, -10.5697, -10.5691, 1.85251
1547508763, 0.196337, 0.196967, 0.197913, -3.10563, -4.74477, -6.05419, -7.53604, -8.68502, -9.95567, -10.5688, -10.5691, -10.5694, -10.5697, -10.5694, 1.85219
1547508764, 0.195391, 0.196652, 0.197282, -3.10626, -4.74477, -6.05482, -7.53762, -8.68754, -9.96323, -10.5688, -10.5691, -10.5694, -10.5691, -10.5694, 1.85219
1547508765, 0.196967, 0.198228, 0.198859, -3.10311, -4.74162, -6.05104, -7.53257, -8.68186, -9.95377, -10.5688, -10.5694, -10.5694, -10.5694, -10.5694, 1.85251
1547508766, 0.195075, 0.196337, 0.196652, -3.10437, -4.74477, -6.05451, -7.53541, -8.68344, -9.95693, -10.5688, -10.5694, -10.5694, -10.5694, -10.5694, 1.85219
1547508767, 0.196652, 0.196967, 0.198543, -3.10342, -4.74414, -6.05072, -7.53163, -8.6806, -9.95251, -10.5694, -10.5691, -10.5697, -10.5694, -10.5697, 1.85219
1547508768, 0.196652, 0.197598, 0.198859, -3.10405, -4.74382, -6.05167, -7.53257, -8.68186, -9.95346, -10.5688, -10.5694, -10.5694, -10.5697, -10.5697, 1.85219
1547508769, 0.195706, 0.196652, 0.196967, -3.10531, -4.7454, -6.05419, -7.53604, -8.68375, -9.95598, -10.5688, -10.5688, -10.5694, -10.5694, -10.5694, 1.85251
1547508770, 0.196967, 0.198543, 0.199174, -3.10248, -4.74288, -6.05262, -7.53352, -8.68186, -9.95188, -10.5691, -10.5694, -10.5694, -10.5694, -10.5694, 1.85219
1547508771, 0.196021, 0.197282, 0.197913, -3.10594, -4.74698, -6.05734, -7.53982, -8.68911, -9.96449, -10.5691, -10.5694, -10.5694, -10.5694, -10.5697, 1.85251
1547508772, 0.196337, 0.197282, 0.197913, -3.10657, -4.74603, -6.0564, -7.53793, -8.68754, -9.96071, -10.5691, -10.5694, -10.5697, -10.5694, -10.5697, 1.85282
1547508773, 0.195391, 0.196652, 0.197598, -3.10689, -4.74603, -6.05545, -7.53762, -8.68722, -9.95976, -10.5691, -10.5691, -10.5694, -10.5694, -10.5694, 1.85188
1547508774, 0.196337, 0.197282, 0.198543, -3.10437, -4.74414, -6.05514, -7.53699, -8.68691, -9.96039, -10.5688, -10.5694, -10.5694, -10.57, -10.5697, 1.85219
1547508775, 0.196021, 0.197282, 0.198228, -3.105, -4.74603, -6.05545, -7.5373, -8.68691, -9.95819, -10.5691, -10.5688, -10.5694, -10.5694, -10.5697, 1.85282
1547508776, 0.197598, 0.199174, 0.199489, -3.10153, -4.73973, -6.04852, -7.52816, -8.67777, -9.95094, -10.5688, -10.5694, -10.5691, -10.5694, -10.5694, 1.85219
1547508777, 0.196652, 0.197598, 0.198543, -3.10121, -4.74225, -6.04978, -7.53194, -8.67997, -9.95441, -10.5691, -10.5694, -10.5697, -10.5694, -10.5694, 1.85282
1547508778, 0.196021, 0.197282, 0.197282, -3.10248, -4.74225, -6.05041, -7.53068, -8.68029, -9.95472, -10.5688, -10.5694, -10.5697, -10.5691, -10.5694, 1.85219
1547508779, 0.198228, 0.199174, 0.199489, -3.09995, -4.74036, -6.04852, -7.53005, -8.67871, -9.95409, -10.5691, -10.5694, -10.5697, -10.5697, -10.5694, 1.85219
1547508780, 0.196652, 0.198228, 0.198543, -3.09995, -4.7391, -6.04726, -7.52942, -8.6784, -9.95031, -10.5691, -10.5694, -10.5694, -10.5694, -10.5694, 1.85251
1547508781, 0.196652, 0.197282, 0.198543, -3.10121, -4.7413, -6.05104, -7.53352, -8.68344, -9.9585, -10.5688, -10.5697, -10.57, -10.5697, -10.5691, 1.85219
1547508782, 0.197913, 0.198543, 0.199489, -3.09901, -4.73941, -6.04915, -7.53131, -8.68092, -9.95188, -10.5688, -10.5691, -10.5691, -10.5694, -10.5694, 1.85219
1547508783, 0.195391, 0.196652, 0.197282, -3.09995, -4.74067, -6.04978, -7.53257, -8.68249, -9.9585, -10.5691, -10.5694, -10.5694, -10.5697, -10.5697, 1.85188
1547508784, 0.196652, 0.197282, 0.197913, -3.09932, -4.73941, -6.04946, -7.53194, -8.68186, -9.95724, -10.5688, -10.5694, -10.5694, -10.5694, -10.5694, 1.85219
1547508785, 0.195706, 0.196652, 0.197598, -3.10058, -4.74099, -6.05104, -7.53383, -8.68375, -9.95882, -10.5691, -10.5688, -10.5694, -10.5694, -10.5694, 1.85219
1547508786, 0.195706, 0.196967, 0.197913, -3.09775, -4.73784, -6.04663, -7.52879, -8.67934, -9.95409, -10.5691, -10.5691, -10.5694, -10.5694, -10.5694, 1.85251
